  # Iter     Skx num     Skx avg     Skx std
   14000       -1.00000000             NaN             NaN
   14100       -1.00000000             NaN             NaN
   14200       -1.00000000             NaN             NaN
   14300       -1.00000000             NaN             NaN
   14400       -1.00000000             NaN             NaN
   14500       -1.00000000             NaN             NaN
   14600       -1.00000000             NaN             NaN
   14700       -1.00000000             NaN             NaN
   14800       -1.00000000             NaN             NaN
   14900       -1.00000000             NaN             NaN
   15000       -1.00000000             NaN             NaN
   15100       -1.00000000             NaN             NaN
   15200       -1.00000000             NaN             NaN
   15300       -1.00000000             NaN             NaN
   15400       -1.00000000             NaN             NaN
   15500       -1.00000000             NaN             NaN
   15600       -1.00000000             NaN             NaN
   15700       -1.00000000             NaN             NaN
   15800       -1.00000000             NaN             NaN
   15900       -1.00000000             NaN             NaN
   16000       -1.00000000             NaN             NaN
   16100       -1.00000000             NaN             NaN
   16200       -1.00000000             NaN             NaN
   16300       -1.00000000             NaN             NaN
   16400       -1.00000000             NaN             NaN
   16500       -1.00000000             NaN             NaN
   16600       -1.00000000             NaN             NaN
   16700       -1.00000000             NaN             NaN
   16800       -1.00000000             NaN             NaN
   16900       -1.00000000             NaN             NaN
   17000       -1.00000000             NaN             NaN
   17100       -1.00000000             NaN             NaN
   17200       -1.00000000             NaN             NaN
   17300       -1.00000000             NaN             NaN
   17400       -1.00000000             NaN             NaN
   17500       -1.00000000             NaN             NaN
   17600       -1.00000000             NaN             NaN
   17700       -1.00000000             NaN             NaN
   17800       -1.00000000             NaN             NaN
   17900       -1.00000000             NaN             NaN
   18000       -1.00000000             NaN             NaN
   18100       -1.00000000             NaN             NaN
   18200       -1.00000000             NaN             NaN
   18300       -1.00000000             NaN             NaN
   18400       -1.00000000             NaN             NaN
   18500       -1.00000000             NaN             NaN
   18600       -1.00000000             NaN             NaN
   18700       -1.00000000             NaN             NaN
   18800       -1.00000000             NaN             NaN
   18900       -1.00000000             NaN             NaN
   19000       -1.00000000             NaN             NaN
   19100       -1.00000000             NaN             NaN
   19200       -1.00000000             NaN             NaN
   19300       -1.00000000             NaN             NaN
   19400       -1.00000000             NaN             NaN
   19500       -1.00000000             NaN             NaN
   19600       -1.00000000             NaN             NaN
   19700       -1.00000000             NaN             NaN
   19800       -1.00000000             NaN             NaN
   19900       -1.00000000             NaN             NaN
   20000       -1.00000000             NaN             NaN
   20100       -1.00000000             NaN             NaN
   20200       -1.00000000             NaN             NaN
   20300       -1.00000000             NaN             NaN
   20400       -1.00000000             NaN             NaN
   20500       -1.00000000             NaN             NaN
   20600       -1.00000000             NaN             NaN
   20700       -1.00000000             NaN             NaN
   20800       -1.00000000             NaN             NaN
   20900       -1.00000000             NaN             NaN
   21000       -1.00000000             NaN             NaN
   21100       -1.00000000             NaN             NaN
   21200       -1.00000000             NaN             NaN
   21300       -1.00000000             NaN             NaN
   21400       -1.00000000             NaN             NaN
   21500       -1.00000000             NaN             NaN
   21600       -1.00000000             NaN             NaN
   21700       -1.00000000             NaN             NaN
   21800       -1.00000000             NaN             NaN
   21900       -1.00000000             NaN             NaN
   22000       -1.00000000             NaN             NaN
   22100       -1.00000000             NaN             NaN
   22200       -1.00000000             NaN             NaN
   22300       -1.00000000             NaN             NaN
   22400       -1.00000000             NaN             NaN
   22500       -1.00000000             NaN             NaN
   22600       -1.00000000             NaN             NaN
   22700       -1.00000000             NaN             NaN
   22800       -1.00000000             NaN             NaN
   22900       -1.00000000             NaN             NaN
   23000       -1.00000000             NaN             NaN
   23100       -1.00000000             NaN             NaN
   23200       -1.00000000             NaN             NaN
   23300       -1.00000000             NaN             NaN
   23400       -1.00000000             NaN             NaN
   23500       -1.00000000             NaN             NaN
   23600       -1.00000000             NaN             NaN
   23700       -1.00000000             NaN             NaN
   23800       -1.00000000             NaN             NaN
   23900       -1.00000000             NaN             NaN
   24000       -1.00000000             NaN             NaN
   24100       -1.00000000             NaN             NaN
   24200       -1.00000000             NaN             NaN
   24300       -1.00000000             NaN             NaN
   24400       -1.00000000             NaN             NaN
   24500       -1.00000000             NaN             NaN
   24600       -1.00000000             NaN             NaN
   24700       -1.00000000             NaN             NaN
   24800       -1.00000000             NaN             NaN
   24900       -1.00000000             NaN             NaN
   25000       -1.00000000             NaN             NaN
   25100       -1.00000000             NaN             NaN
   25200       -1.00000000             NaN             NaN
   25300       -1.00000000             NaN             NaN
   25400       -1.00000000             NaN             NaN
   25500       -1.00000000             NaN             NaN
   25600       -1.00000000             NaN             NaN
   25700       -1.00000000             NaN             NaN
   25800       -1.00000000             NaN             NaN
   25900       -1.00000000             NaN             NaN
   26000       -1.00000000             NaN             NaN
   26100       -1.00000000             NaN             NaN
   26200       -1.00000000             NaN             NaN
   26300       -1.00000000             NaN             NaN
   26400       -1.00000000             NaN             NaN
   26500       -1.00000000             NaN             NaN
   26600       -1.00000000             NaN             NaN
   26700       -1.00000000             NaN             NaN
   26800       -1.00000000             NaN             NaN
   26900       -1.00000000             NaN             NaN
   27000       -1.00000000             NaN             NaN
   27100       -1.00000000             NaN             NaN
   27200       -1.00000000             NaN             NaN
   27300       -1.00000000             NaN             NaN
   27400       -1.00000000             NaN             NaN
   27500       -1.00000000             NaN             NaN
   27600       -1.00000000             NaN             NaN
   27700       -1.00000000             NaN             NaN
   27800       -1.00000000             NaN             NaN
   27900       -1.00000000             NaN             NaN
   28000       -1.00000000             NaN             NaN
   28100       -1.00000000             NaN             NaN
   28200       -1.00000000             NaN             NaN
   28300       -1.00000000             NaN             NaN
   28400       -1.00000000             NaN             NaN
   28500       -1.00000000             NaN             NaN
   28600       -1.00000000             NaN             NaN
   28700       -1.00000000             NaN             NaN
   28800       -1.00000000             NaN             NaN
   28900       -1.00000000             NaN             NaN
   29000       -1.00000000             NaN             NaN
   29100       -1.00000000             NaN             NaN
   29200       -1.00000000             NaN             NaN
   29300       -1.00000000             NaN             NaN
   29400       -1.00000000             NaN             NaN
   29500       -1.00000000             NaN             NaN
   29600       -1.00000000             NaN             NaN
   29700       -1.00000000             NaN             NaN
   29800       -1.00000000             NaN             NaN
   29900       -1.00000000             NaN             NaN
   30000       -1.00000000             NaN             NaN
